CountryName,CountryCode,Year,BirthRate,DeathRate,CountryName_fsi,CountryName_wb,Region,IncomeGroup,Country,Year_fsi,Rank,Total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,Population,GDP
Pakistan,PAK,2015,29.124,7.107,Pakistan,Pakistan,South Asia,Lower middle income,Pakistan,2015,13th,103,9.6,9.2,10,7.7,7.3,7,8.6,7.9,8.4,9,8.9,9.3,199426953,2.70556E+11
Pakistan,PAK,2016,28.888,7.048,Pakistan,Pakistan,South Asia,Lower middle income,Pakistan,2016,14th,101.7,9.3,8.9,9.7,7.4,7,7.3,8.3,8.2,8.2,8.9,8.9,9.6,203631356,2.78655E+11
Pakistan,PAK,2017,28.599,6.994,Pakistan,Pakistan,South Asia,Lower middle income,Pakistan,2017,17th,98.9,9.1,8.9,10,6.9,6.5,7.2,8.1,7.7,8,8.4,8.7,9.4,207906210,3.04567E+11
Pakistan,PAK,2018,28.25,6.942,Pakistan,Pakistan,South Asia,Lower middle income,Pakistan,2018,20th,96.33806006,8.8,8.9,9.7,6.6,6.2,7.105321494,7.8,7.932738562,7.7,8.1,8.4,9.1,212228288,3.14568E+11
Pakistan,PAK,2019,27.841,6.893,Pakistan,Pakistan,South Asia,Lower middle income,Pakistan,2019,23rd,94.2,8.5,9.3,9.4,6.3,5.9,6.8,7.9,8,7.4,7.8,8.1,8.8,216565317,2.79057E+11
Palau,PLW,1960,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,9769,
Palau,PLW,1961,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,10046,
Palau,PLW,1962,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,10329,
Palau,PLW,1963,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,10566,
Palau,PLW,1964,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,10792,
Palau,PLW,1965,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,11005,
Palau,PLW,1966,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,11178,
Palau,PLW,1967,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,11329,
Palau,PLW,1968,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,11460,
Palau,PLW,1969,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,11617,
Palau,PLW,1970,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,11803,
Palau,PLW,1971,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12051,
Palau,PLW,1972,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12342,
Palau,PLW,1973,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12625,
Palau,PLW,1974,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12823,
Palau,PLW,1975,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12898,
Palau,PLW,1976,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12835,
Palau,PLW,1977,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12646,
Palau,PLW,1978,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12409,
Palau,PLW,1979,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12231,
Palau,PLW,1980,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12178,
Palau,PLW,1981,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12281,
Palau,PLW,1982,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12519,
Palau,PLW,1983,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,12842,
Palau,PLW,1984,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,13190,
Palau,PLW,1985,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,13534,
Palau,PLW,1986,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,13835,
Palau,PLW,1987,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,14121,
Palau,PLW,1988,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,14400,
Palau,PLW,1989,,,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,14704,
Palau,PLW,1990,21.6,7.7,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,15063,
Palau,PLW,1991,22.3,6.5,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,15442,
Palau,PLW,1992,23.6,7.3,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,15859,
Palau,PLW,1993,21.7,7.1,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,16285,
Palau,PLW,1994,22.3,7.7,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,16735,
Palau,PLW,1995,23.2,6.4,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17158,
Palau,PLW,1996,20.2,8.2,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17599,
Palau,PLW,1997,18.3,6.7,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,18016,
Palau,PLW,1998,15.1,6.8,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,18409,
Palau,PLW,1999,13.2,6.9,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,18773,
Palau,PLW,2000,14.5,6.5,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,19104,146297500
Palau,PLW,2001,15.3,7,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,19390,156907900
Palau,PLW,2002,13,6.7,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,19642,163184900
Palau,PLW,2003,15.4,6.7,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,19812,153963200
Palau,PLW,2004,12.6,6.9,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,19861,165186200
Palau,PLW,2005,14,6.7,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,19784,190452900
Palau,PLW,2006,12,7.2,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,19545,192382400
Palau,PLW,2007,13.8,7.5,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,19159,198897700
Palau,PLW,2008,14.5,8.4,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,18708,198283900
Palau,PLW,2009,13.3,8.5,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,18290,187522800
Palau,PLW,2010,11.9,8.1,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17954,185943000
Palau,PLW,2011,11.8,8.3,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17748,196911100
Palau,PLW,2012,15.3,9.4,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17635,212397800
Palau,PLW,2013,13,10.9,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17603,221117200
Palau,PLW,2014,13.7,9.5,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17625,241669800
Palau,PLW,2015,13.7,7.7,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17665,280457700
Palau,PLW,2016,12,9.9,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17718,298300000
Palau,PLW,2017,12.4,10.3,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17809,285300000
Palau,PLW,2018,14,7.8,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,17911,284700000
Palau,PLW,2019,11.2,10.8,Palau,Palau,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,18001,274200000
Panama,PAN,1960,41.429,9.873,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1133005,537147100
Panama,PAN,1961,41.241,9.609,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1167120,599026300
Panama,PAN,1962,41,9.354,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1202447,652120900
Panama,PAN,1963,40.703,9.109,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1238893,722784500
Panama,PAN,1964,40.356,8.872,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1276331,776137500
Panama,PAN,1965,39.963,8.643,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1314679,852485300
Panama,PAN,1966,39.535,8.419,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1353847,928833000
Panama,PAN,1967,39.08,8.198,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1393824,1034376400
Panama,PAN,1968,38.603,7.976,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1434676,1112791100
Panama,PAN,1969,38.106,7.753,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1476481,1221305700
Panama,PAN,1970,37.583,7.527,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1519286,1351006400
Panama,PAN,1971,37.021,7.299,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1563093,1523917200
Panama,PAN,1972,36.415,7.069,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1607797,1673411700
Panama,PAN,1973,35.763,6.841,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1653208,1913793400
Panama,PAN,1974,35.074,6.619,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1699056,2188307600
Panama,PAN,1975,34.357,6.405,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1745142,2435304100
Panama,PAN,1976,33.628,6.205,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1791389,2588106000
Panama,PAN,1977,32.904,6.022,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1837804,2738261900
Panama,PAN,1978,32.2,5.857,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1884427,3244558600
Panama,PAN,1979,31.528,5.712,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1931302,3704551600
Panama,PAN,1980,30.898,5.587,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,1978489,4614086400
Panama,PAN,1981,30.314,5.48,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2025965,5222421500
Panama,PAN,1982,29.771,5.389,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2073748,5769767900
Panama,PAN,1983,29.262,5.309,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2121863,5923755900
Panama,PAN,1984,28.785,5.238,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2170330,6183387100
Panama,PAN,1985,28.333,5.175,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2219200,6541517100
Panama,PAN,1986,27.897,5.118,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2268500,6797834200
Panama,PAN,1987,27.473,5.067,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2318259,6827665300
Panama,PAN,1988,27.056,5.023,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2368556,5902783400
Panama,PAN,1989,26.648,4.982,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2419424,5918469800
Panama,PAN,1990,26.255,4.946,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2470946,6433967000
Panama,PAN,1991,25.891,4.913,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2523115,7074675500
Panama,PAN,1992,25.562,4.884,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2575949,8042337700
Panama,PAN,1993,25.272,4.86,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2629584,8782585400
Panama,PAN,1994,25.016,4.838,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2684117,9365289800
Panama,PAN,1995,24.781,4.82,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2739667,9573813700
Panama,PAN,1996,24.55,4.806,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2796291,9870494000
Panama,PAN,1997,24.308,4.795,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2853907,10677286100
Panama,PAN,1998,24.044,4.787,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2912318,11575486400
Panama,PAN,1999,23.758,4.783,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,2971197,12130252200
Panama,PAN,2000,23.452,4.783,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,3030333,12304115000
Panama,PAN,2001,23.139,4.787,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,3089641,12502013400
Panama,PAN,2002,22.832,4.795,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,3149195,12994310400
Panama,PAN,2003,22.543,4.806,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,3209056,13693981200
Panama,PAN,2004,22.278,4.821,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,3269356,15013381700
Panama,PAN,2005,22.04,4.838,Panama,Panama,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,3330222,16374393900
Panama,PAN,2006,21.83,4.856,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama ,2006,107th,59.6,5.3,3,4.5,5.7,7.5,5,4.9,5.8,4.8,6.5,2.6,4,3391673,18141666300
Panama,PAN,2007,21.64,4.874,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2007,130th,59.4,5,2.9,4.4,5.8,7.5,5,4.8,5.6,4.7,6.6,3.1,4,3453671,21295984230
Panama,PAN,2008,21.46,4.892,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2008,130th,58.6,5,2.9,4.4,5.6,7.5,5,4.6,5.4,4.7,6.4,3.1,4,3516204,25155888616
Panama,PAN,2009,21.285,4.909,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2009,132nd,59.7,5.1,3,4.6,5.6,7.3,5,4.7,5.5,4.7,6.6,3.4,4.2,3579215,27116635565
Panama,PAN,2010,21.102,4.925,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2010,130th,59.3,5.2,3,4.4,5.6,7.5,5,4.8,5.5,4.5,6.3,3.5,4,3642691,29440287581
Panama,PAN,2011,20.902,4.94,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2011,131st,57.8,5.7,2.5,4.6,4.9,7.4,4.9,4.6,5.2,4.5,6,3.9,3.6,3706479,34686224301
Panama,PAN,2012,20.678,4.954,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2012,132nd,56.1,5.4,2.5,4.9,4.3,7.5,4.8,4.6,5.1,4.4,5.8,3.6,3.3,3770635,40429734384
Panama,PAN,2013,20.429,4.969,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2013,131st,55.8,5.1,2.5,5,3.8,7.9,4.5,4.7,5,4.4,5.9,3.7,3.3,3835447,45599994005
Panama,PAN,2014,20.155,4.985,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2014,131st,55.7,4.8,2.5,5.3,3.7,7.6,4.2,4.6,5.2,4.7,5.6,4,3.5,3901311,49921464365
Panama,PAN,2015,19.863,5.003,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2015,131st,54.6,5.1,2.5,5.6,3.4,7.3,4,4,5.5,4.8,5.7,3.5,3.2,3968490,54091713776
Panama,PAN,2016,19.562,5.024,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2016,133rd,53.2,5.4,2.5,5.3,3.1,7.6,4.3,3.7,5.3,4.5,5.4,3.2,2.9,4037073,57907695409
Panama,PAN,2017,19.263,5.048,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2017,137th,50.7,5.4,2.2,5.6,2.6,7.4,4.6,3.2,4.8,4.3,4.9,3,2.7,4106764,62202725204
Panama,PAN,2018,18.976,5.076,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2018,136th,49.48072268,5.512953766,2.2,5.606140214,2.9,7.1,4.9,3.031674532,4.569668503,4,4.4,2.848998753,2.411286906,4176868,64929409212
Panama,PAN,2019,18.705,5.108,Panama,Panama,Latin America & Caribbean,Upper middle income,Panama,2019,139th,47,5.2,2.2,5.6,2.8,6.6,4.6,2.9,4.4,3.8,4.1,2.5,2.3,4246440,66984427150
Papua New Guinea,PNG,1960,42.434,25.101,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2255858,230496033
Papua New Guinea,PNG,1961,42.311,24.295,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2297052,244832035
Papua New Guinea,PNG,1962,42.177,23.522,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2340349,261184037.4
Papua New Guinea,PNG,1963,42.034,22.768,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2385943,275968039.5
Papua New Guinea,PNG,1964,41.887,22.023,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2434220,305312043.7
Papua New Guinea,PNG,1965,41.743,21.286,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2485433,344159480.3
Papua New Guinea,PNG,1966,41.609,20.558,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2539683,390973233.3
Papua New Guinea,PNG,1967,41.491,19.852,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2596820,441706910.1
Papua New Guinea,PNG,1968,41.388,19.175,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2656636,485160824.3
Papua New Guinea,PNG,1969,41.301,18.528,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2718805,551237316.6
Papua New Guinea,PNG,1970,41.227,17.912,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2783132,645537126.2
Papua New Guinea,PNG,1971,41.164,17.325,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2849522,717716130.5
Papua New Guinea,PNG,1972,41.102,16.763,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2918138,858802035.9
Papua New Guinea,PNG,1973,41.029,16.225,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,2989201,1299105241
Papua New Guinea,PNG,1974,40.935,15.709,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3063051,1467346060
Papua New Guinea,PNG,1975,40.809,15.214,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3139944,1356591177
Papua New Guinea,PNG,1976,40.64,14.737,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3219825,1511856584
Papua New Guinea,PNG,1977,40.423,14.28,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3302636,1640763204
Papua New Guinea,PNG,1978,40.156,13.844,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3388631,1947947524
Papua New Guinea,PNG,1979,39.836,13.431,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3478093,2293621944
Papua New Guinea,PNG,1980,39.458,13.045,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3571209,2545983008
Papua New Guinea,PNG,1981,39.016,12.693,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3668102,2498068351
Papua New Guinea,PNG,1982,38.519,12.376,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3768489,2368584970
Papua New Guinea,PNG,1983,37.984,12.096,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3871490,2562492525
Papua New Guinea,PNG,1984,37.428,11.849,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,3975950,2552526263
Papua New Guinea,PNG,1985,36.873,11.629,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,4081022,2423373088
Papua New Guinea,PNG,1986,36.344,11.43,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,4186499,2648033766
Papua New Guinea,PNG,1987,35.859,11.244,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,4292575,3143848331
Papua New Guinea,PNG,1988,35.433,11.064,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,4399320,3655979702
Papua New Guinea,PNG,1989,35.079,10.887,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,4506996,3546460177
Papua New Guinea,PNG,1990,34.813,10.713,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,4615843,3219730365
Papua New Guinea,PNG,1991,34.644,10.543,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,4725543,3787394958
Papua New Guinea,PNG,1992,34.558,10.382,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,4836216,4377980510
Papua New Guinea,PNG,1993,34.534,10.234,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,4949053,4974550286
Papua New Guinea,PNG,1994,34.55,10.099,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,5065664,5502786070
Papua New Guinea,PNG,1995,34.577,9.978,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,5187063,4636057476
Papua New Guinea,PNG,1996,34.581,9.873,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,5314258,5155311077
Papua New Guinea,PNG,1997,34.539,9.782,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,5446633,4936615299
Papua New Guinea,PNG,1998,34.432,9.7,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,5581767,3789443015
Papua New Guinea,PNG,1999,34.25,9.623,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,5716166,3477038204
Papua New Guinea,PNG,2000,33.993,9.546,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,5847590,3521339699
Papua New Guinea,PNG,2001,33.671,9.459,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,5974627,3081024212
Papua New Guinea,PNG,2002,33.31,9.36,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,6098621,2999511040
Papua New Guinea,PNG,2003,32.93,9.247,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,6223378,3536411824
Papua New Guinea,PNG,2004,32.539,9.119,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,6354247,3927157867
Papua New Guinea,PNG,2005,32.142,8.981,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,6494902,4865892972
Papua New Guinea,PNG,2006,31.734,8.84,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,Papua New Guinea ,2006,49th,84.6,7,6.7,8,7,9,8,7.8,8,6.1,8,2.5,6.5,6646891,8355006707
Papua New Guinea,PNG,2007,31.313,8.703,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,Papua New Guinea,2007,52nd,85.1,7,6.7,8,7.3,9,7.9,7.8,7.8,6.1,7.5,3.5,6.5,6808503,9545177014
Papua New Guinea,PNG,2008,30.876,8.576,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,Papua New Guinea,2008,52nd,84.6,7,6.7,8,7.3,9,7.9,7.8,7.8,6.1,7.5,3.5,6,6976200,11670840932
Papua New Guinea,PNG,2009,30.431,8.458,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,Papua New Guinea,2009,61st,84.1,6.7,7.1,7.3,6.8,8.9,7.6,7.7,8.1,6.5,7.5,4,5.9,7144774,11619637799
Papua New Guinea,PNG,2010,29.985,8.348,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,Papua New Guinea,2010,56th,83.9,6.5,7.1,7.1,6.3,9,7.7,7.8,8.3,6.3,7.5,4.2,6.1,7310512,14250755231
Papua New Guinea,PNG,2011,29.546,8.24,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,Papua New Guinea,2011,54th,84.2,6.6,7.1,6.9,6.4,9.1,7.4,7.5,8.7,6.3,7.4,4.5,6.4,7472196,17984910502
Papua New Guinea,PNG,2012,29.123,8.128,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,Papua New Guinea,2012,54th,83.7,6.3,7.1,6.9,6.6,8.8,7.2,7.6,8.6,6.1,7.4,4.8,6.1,7631003,21295659244
Papua New Guinea,PNG,2013,28.721,8.008,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,Papua New Guinea,2013,53rd,84.9,6.6,7.1,6.6,6.9,9.1,7.5,7.1,8.9,6.2,7.6,5,6.3,7788388,21261432791
